WG,chapter,report_page,chapter_page,line,col.index,line_reference,final_text,raw_text
WGI,05,677,5,13,col2,|," as abrupt thaw, combined with weak observational constraints,","the wide range of model responses, uncertainty in atmospheric co2_ as abrupt thaw, combined with weak observational constraints,"
WGI,05,677,5,14,col2,>>>, only allow low confidence in both the magnitude of these estimates,by 2100 is dominated by future anthropogenic emissions rather than_ only allow low confidence in both the magnitude of these estimates
WGI,05,677,5,15,col2,|, and in how linearly proportional this feedback is to the amount of,uncertainties related to carbon–climate feedbacks (high confidence)._ and in how linearly proportional this feedback is to the amount of
WGI,05,678,6,1,col1,|,individual process and how linearly proportional these feedbacks,individual process and how linearly proportional these feedbacks_ 5.6; figure 5.31; table 5.8}
WGI,05,678,6,2,col1,>>>,are to the amount of global warming is known with low confidence,are to the amount of global warming is known with low confidence
WGI,05,678,6,3,col1,|,due to incomplete representation of important processes in models,due to incomplete representation of important processes in models_ several factors affect the precise value of remaining carbon
WGI,05,678,6,4,col1,|,is comparable to the effect of a co2 release of 5–18 petagrams,is comparable to the effect of a co2 release of 5–18 petagrams_ projected non-co2 warming. remaining carbon budget estimates
WGI,05,678,6,5,col1,>>>,"of carbon equivalent per °c (pgceq °c–1) (low confidence). {5.4.7,","of carbon equivalent per °c (pgceq °c–1) (low confidence). {5.4.7,_ can increase or decrease by 150 pgc (likely range; 150 pgc equals"
WGI,05,678,6,6,col1,|,5.4.8; figure 5.29},"5.4.8; figure 5.29}_ 550 gtco2) due to uncertainties in the level of historical warming,"
WGI,05,678,6,7,col1,|,"across the science in this assessment. beyond this century, there","across the science in this assessment. beyond this century, there_ confidence). {5.6.2.1; figures 5.32, 5.33, 5.34}"
WGI,05,678,6,8,col1,>>>,is low confidence that the tcre remains an accurate predictor of,is low confidence that the tcre remains an accurate predictor of
WGI,05,678,6,9,col1,|,temperature changes in scenarios of very low or net negative co2,temperature changes in scenarios of very low or net negative co2_ the century-scale climate–carbon cycle response to a co2
WGI,05,682,10,1,col2,|," 2015; macdougall, 2017; bronselaer and zanna, 2020; jones and","2015; williams et al., 2019); red and turquoise arrows in figure 5.2_ 2015; macdougall, 2017; bronselaer and zanna, 2020; jones and"
WGI,05,682,10,2,col2,>>>," friedlingstein, 2020). there is still low confidence on the relative","and table 5.1)._ friedlingstein, 2020). there is still low confidence on the relative"
WGI,05,682,10,3,col2,|, on tcre variability and uncertainty on centennial time scales,carbon cycle feedbacks co-exist with climate (heat and moisture)_ on tcre variability and uncertainty on centennial time scales
WGI,05,687,15,1,col1,|,the co2 increase between the early holocene and the beginning,the co2 increase between the early holocene and the beginning_ record. these estimates exclude the cement carbonation sink of
WGI,05,687,15,2,col1,>>>,"of the industrial era, yet there is low confidence in the relative","of the industrial era, yet there is low confidence in the relative_ around 0.2 pgc yr –1. fossil co2 emissions grew at 0.9% yr –1 in the"
WGI,05,687,15,3,col1,|,contributions of these drivers due to insufficient quantitative,"contributions of these drivers due to insufficient quantitative_ 1990s, increasing to 3.0% yr –1 in the 2000s, and reduced to 1.2%"
WGI,05,689,17,1,col1,|,during the second part of the 20th century (figure 5.5b). trends,during the second part of the 20th century (figure 5.5b). trends_ show that practices such as wood and crop harvesting increase
WGI,05,689,17,2,col1,>>>,since the 1980s have low confidence because they differ between,"since the 1980s have low confidence because they differ between_ global net lulucf emissions (arneth et al., 2017) and explain about"
WGI,05,689,17,3,col1,|,"estimates, which is related, among other things, to houghton and","estimates, which is related, among other things, to houghton and_ half of the cumulative loss in biomass (erb et al., 2018)."
WGI,05,691,19,1,col2,|," the annual to decadal trends for socean, this assessment is moderated","2019; friedlingstein et al., 2020; hauck et al., 2020; olsen et al.,_ the annual to decadal trends for socean, this assessment is moderated"
WGI,05,691,19,2,col2,>>>, to medium confidence by the low confidence in the currently,"2020). a major advance since srocc is that, for the first time, all six_ to medium confidence by the low confidence in the currently"
WGI,05,691,19,3,col2,|, inadequately constrained uncertainties in the pre-industrial land-to-,"published observational product fluxes used in this assessment, are_ inadequately constrained uncertainties in the pre-industrial land-to-"
WGI,05,692,20,1,col1,|,and that the southern ocean makes an observable contribution to,"and that the southern ocean makes an observable contribution to_ between 1994–2007 was 29 ± 4 pgc, which corresponds to a mean"
WGI,05,692,20,2,col1,>>>,"it, there is still low confidence in the attribution for the processes","it, there is still low confidence in the attribution for the processes_ storage of 26 ± 5% of anthropogenic co2 emissions for that period"
WGI,05,692,20,3,col1,|,behind the 1990s hiatus (section 5.2.1.3.2). observed increases in,"behind the 1990s hiatus (section 5.2.1.3.2). observed increases in_ (gruber et al., 2019b). the resulting net annual storage rate of"
WGI,05,692,20,4,col2,|," during the historical period (rodgers et al., 2020). this trend is","–2_ during the historical period (rodgers et al., 2020). this trend is"
WGI,05,692,20,5,col2,>>>, attribute a low confidence.,–3_ attribute a low confidence.
WGI,05,692,20,6,col2,|, the second assessment approach makes use of six independent,–4_ the second assessment approach makes use of six independent
WGI,05,693,21,1,col2,|, growth in the global ocean sink (supplementary materials figure 5.,regional and global variability_ growth in the global ocean sink (supplementary materials figure 5.
WGI,05,693,21,2,col2,>>>, length of the observational records leads to low confidence in the,the intent of this assessment is to show how global variability can_ length of the observational records leads to low confidence in the
WGI,05,693,21,3,col2,|, attribution of the processes that link regional–global variability to,"be regionally forced (gregor et al., 2019; landschützer et al., 2019;_ attribution of the processes that link regional–global variability to"
WGI,05,697,25,1,col1,|,increased co2 concentrations alleviate the effects of water deficits on plant productivity (medium confidence) but there is low,increased co2 concentrations alleviate the effects of water deficits on plant productivity (medium confidence) but there is low
WGI,05,697,25,2,col1,>>>,confidence for its role under extreme drought conditions. there is low confidence that increased wue by vegetation will substantially,confidence for its role under extreme drought conditions. there is low confidence that increased wue by vegetation will substantially
WGI,05,697,25,3,col1,|,reduce global plant transpiration and diminish the frequency and severity of soil moisture and streamflow deficits associated with the,reduce global plant transpiration and diminish the frequency and severity of soil moisture and streamflow deficits associated with the
WGI,05,698,26,1,col1,|,global land sink will become less efficient due to soil moisture limitations and associated drought conditions in some regions for high-,global land sink will become less efficient due to soil moisture limitations and associated drought conditions in some regions for high-
WGI,05,698,26,2,col1,>>>,"emissions scenarios, specially under global warming above 4°c. however, there is low confidence on how these water cycle feedbacks","emissions scenarios, specially under global warming above 4°c. however, there is low confidence on how these water cycle feedbacks"
WGI,05,698,26,3,col1,|,will play out in lower emissions scenarios (at 2°c global warming or lower) due to uncertainties in regional rainfall changes and the,will play out in lower emissions scenarios (at 2°c global warming or lower) due to uncertainties in regional rainfall changes and the
WGI,05,707,35,1,col1,|,"forcers simulate an increase in oh over this period (zhao et al., 2019; stevenson et al., 2020; see section 6.2.3). these contrasting lines","forcers simulate an increase in oh over this period (zhao et al., 2019; stevenson et al., 2020; see section 6.2.3). these contrasting lines"
WGI,05,707,35,2,col1,>>>,of evidence suggest that oh changes may have had a small moderating influence on methane growth since 2007 (low confidence).,of evidence suggest that oh changes may have had a small moderating influence on methane growth since 2007 (low confidence).
WGI,05,707,35,3,col1,|,cross-chapter box 5.2 figure 2 shows that modelled wetland emissions anomalies for all regions did not exhibit statistically significant,cross-chapter box 5.2 figure 2 shows that modelled wetland emissions anomalies for all regions did not exhibit statistically significant
WGI,05,714,42,1,col2,|, a rate about one order of magnitude slower than the current rate,"100–600 m depth (helm et al., 2011; schmidtko et al., 2017; breitburg_ a rate about one order of magnitude slower than the current rate"
WGI,05,714,42,2,col2,>>>," of ocean acidification (zeebe et al., 2016). there is low confidence","et al., 2018; oschlies et al., 2018; srocc, section 5.3.1). stratification_ of ocean acidification (zeebe et al., 2016). there is low confidence"
WGI,05,714,42,3,col2,|, in the inferred rates of ocean acidification inherent to the range of,"reduces the ventilation flux into the ocean interior, contributing to_ in the inferred rates of ocean acidification inherent to the range of"
WGI,05,715,43,1,col1,|,decreased as atmospheric co2 concentrations increased across the,decreased as atmospheric co2 concentrations increased across the_ 0.07–0.16 ph unit characterizes southwest pacific corals that are
WGI,05,715,43,2,col1,>>>,"ldt. there is, however, low confidence in the inferred rate of ocean","ldt. there is, however, low confidence in the inferred rate of ocean_ attributed to el niño–southern oscillation (enso) (h.c. wu et al.,"
WGI,05,715,43,3,col1,|,acidification owing to multiple sources of uncertainties affecting,"acidification owing to multiple sources of uncertainties affecting_ 2018) and river runoff (d’olivo et al., 2015). decadal (10-, 22- and 48-"
WGI,05,717,45,1,col2,|," metabolic co2 content. however, the large knowledge gap around","respiration of marine organisms further influences acidification by_ metabolic co2 content. however, the large knowledge gap around"
WGI,05,717,45,2,col2,>>>, ventilation changes leads to low confidence in their impacts in many,"releasing co2 (section 5.3.3.2; chen et al., 2017; breitburg et al.,_ ventilation changes leads to low confidence in their impacts in many"
WGI,05,717,45,3,col2,|, ocean regions (sections 5.3.3.2; 9.2.2.3 and 9.3.2).,"2018; robinson, 2019)._ ocean regions (sections 5.3.3.2; 9.2.2.3 and 9.3.2)."
WGI,05,719,47,1,col1,|,loss in the ocean is thought to result in an ocean-climate feedback,loss in the ocean is thought to result in an ocean-climate feedback_ buffering capacity of seawater. in these co2 concentration-driven
WGI,05,719,47,2,col1,>>>,through changes in the natural emissions of ghgs (low confidence).,"through changes in the natural emissions of ghgs (low confidence)._ simulations, the level of acidification in the surface ocean is primarily"
WGI,05,719,47,3,col1,|,determined by atmospheric co2 concentration and regional seawater,determined by atmospheric co2 concentration and regional seawater
WGI,05,719,47,4,col2,|," from the pre-industrial era to 2100 (landolfi et al., 2017) under","also project 32–71% greater subsurface (100–600 m) oxygen_ from the pre-industrial era to 2100 (landolfi et al., 2017) under"
WGI,05,719,47,5,col2,>>>," rcp8.5. however, there is low confidence in the reduction in n2o","decline relative to their representative concentration pathway_ rcp8.5. however, there is low confidence in the reduction in n2o"
WGI,05,719,47,6,col2,|," emissions to the atmosphere, because of large conceptual and","(rcp) analogues in cmip5, reaching to the likely range of decline of_ emissions to the atmosphere, because of large conceptual and"
WGI,05,720,48,1,col1,|,projected in a limited number of studies with extensive knowledge,"projected in a limited number of studies with extensive knowledge_ et al., 2019) are, with high confidence, already affected by ocean"
WGI,05,720,48,2,col1,>>>,gaps and model simplifications leading to low confidence in,gaps and model simplifications leading to low confidence in_ acidification and deoxygenation. this section assesses the drivers
WGI,05,720,48,3,col1,|,"their impacts (terhaar et al., 2019; hopwood et al., 2020). in the","their impacts (terhaar et al., 2019; hopwood et al., 2020). in the_ and spatial variability of acidification and deoxygenation based on"
WGI,05,720,48,4,col1,|,carbon–climate feedbacks are still poorly constrained (matear and,"carbon–climate feedbacks are still poorly constrained (matear and_ amounts of domestic and industrial sewage (chen and borges, 2009)."
WGI,05,720,48,5,col1,>>>,"lenton, 2014, 2018), leading to low confidence in their significant","lenton, 2014, 2018), leading to low confidence in their significant_ nevertheless, thermal or haline-stratified eutrophic coastal areas"
WGI,05,720,48,6,col1,|,and long-lasting impacts on ocean acidification.,"and long-lasting impacts on ocean acidification._ may act as net atmospheric co2 sinks (chou et al., 2013; cotovicz"
WGI,05,723,51,1,col2,|, as warming and wind stress (medium confidence) and biological,from manipulation experiments to transient system dynamics (song_ as warming and wind stress (medium confidence) and biological
WGI,05,723,51,2,col2,>>>, drivers (low confidence) (sections 5.2.1.3.3 and 5.4.4).,"et al., 2019; wieder et al., 2019; meyerholt et al., 2020)._ drivers (low confidence) (sections 5.2.1.3.3 and 5.4.4)."
WGI,05,725,53,1,col1,|,leads to an assessment of medium confidence that fire represents,leads to an assessment of medium confidence that fire represents_ rise to complex longer-term trophic effects that are more complex
WGI,05,725,53,2,col1,>>>,"a positive carbon–climate feedback, but very low confidence in the","a positive carbon–climate feedback, but very low confidence in the_ than the short-term sensitivity of decomposition to temperature."
WGI,05,725,53,3,col1,|,magnitude of that feedback. other disturbances such as tree mortality,magnitude of that feedback. other disturbances such as tree mortality_ such responses are observed in response to long-term warming
WGI,05,725,53,4,col1,|,lack of model agreement and key process representation in esms,lack of model agreement and key process representation in esms_ include such dynamics show greater uncertainty in projections of
WGI,05,725,53,5,col1,>>>,leads to a low confidence assessment in the projected magnitude,"leads to a low confidence assessment in the projected magnitude_ soil carbon changes, despite agreeing more closely with current"
WGI,05,725,53,6,col1,|,of this feedback.,"of this feedback._ observations, than the linear models used in most esms (wieder"
WGI,05,725,53,7,col2,|, mitigate soil carbon losses on longer time scales (including microbial,"due to faster decomposition rates (koven et al., 2015b), which may_ mitigate soil carbon losses on longer time scales (including microbial"
WGI,05,725,53,8,col2,>>>," dynamics, permafrost, peatlands, and nutrients) lead to low confidence","be an artefact of the lack of permafrost carbon (box 5.1). isotopic_ dynamics, permafrost, peatlands, and nutrients) lead to low confidence"
WGI,05,725,53,9,col2,|, in the magnitude of global soil carbon losses with warming.,constraints suggest that cmip5 esms systematically overestimated_ in the magnitude of global soil carbon losses with warming.
WGI,05,726,54,1,col1,|,"source for the tundra in alaska (commane et al., 2017), which is equivalent to 0.3 pgc yr –1 when scaled up to the northern permafrost","source for the tundra in alaska (commane et al., 2017), which is equivalent to 0.3 pgc yr –1 when scaled up to the northern permafrost"
WGI,05,726,54,2,col1,>>>,"region (low confidence) (meredith et al., 2019).","region (low confidence) (meredith et al., 2019)."
WGI,05,726,54,3,col1,|,"since ar5, evidence of a more active carbon cycle in the northern high-latitude regions has also been observed through the increased","since ar5, evidence of a more active carbon cycle in the northern high-latitude regions has also been observed through the increased"
WGI,05,726,54,4,col1,|,"in addition to co2, ch4 emissions from the northern permafrost region contribute to the global methane budget, but evidence as to","in addition to co2, ch4 emissions from the northern permafrost region contribute to the global methane budget, but evidence as to"
WGI,05,726,54,5,col1,>>>,whether these emissions have increased from thawing permafrost is mixed. the srocc assigned low confidence to the degree of,whether these emissions have increased from thawing permafrost is mixed. the srocc assigned low confidence to the degree of
WGI,05,726,54,6,col1,|,5,5_ recent additional ch4 emissions from diverse sources throughout the permafrost region. these include observed regional lake area
WGI,05,726,54,7,col1,|,"wetland regions of the high latitudes during the period 2000–2016 (patra et al., 2016; poulter et al., 2017; jackson et al., 2020; saunois","wetland regions of the high latitudes during the period 2000–2016 (patra et al., 2016; poulter et al., 2017; jackson et al., 2020; saunois"
WGI,05,726,54,8,col1,>>>,"et al., 2020). large uncertainties on wetland extent and limited data constraints place low confidence in these modelling approaches.","et al., 2020). large uncertainties on wetland extent and limited data constraints place low confidence in these modelling approaches."
WGI,05,726,54,9,col1,|,the srocc also assessed with high confidence that ch4 fluxes have been under-observed due to their high variability at multiple scales,the srocc also assessed with high confidence that ch4 fluxes have been under-observed due to their high variability at multiple scales
WGI,05,727,55,1,col1,|,"no multi-decadal trend has been detected on co2 and ch4 fluxes but, given the low resolution and sparse observations of current","no multi-decadal trend has been detected on co2 and ch4 fluxes but, given the low resolution and sparse observations of current"
WGI,05,727,55,2,col1,>>>,"observations and modelling sytems, we place low confidence in this statement.","observations and modelling sytems, we place low confidence in this statement."
WGI,05,727,55,3,col1,|,"since ar5, there have been new studies showing that permafrost thaw also leads to nitrous oxide (n2o) release from soil (abbott and","since ar5, there have been new studies showing that permafrost thaw also leads to nitrous oxide (n2o) release from soil (abbott and"
WGI,05,728,56,1,col1,|,"in conclusion, thawing terrestrial permafrost will lead to carbon release under a warmer world (high confidence). however, there","in conclusion, thawing terrestrial permafrost will lead to carbon release under a warmer world (high confidence). however, there"
WGI,05,728,56,2,col1,>>>,"is low confidence on the timing, magnitude and linearity of the permafrost climate feedback owing to the wide range of published","is low confidence on the timing, magnitude and linearity of the permafrost climate feedback owing to the wide range of published"
WGI,05,728,56,3,col1,|,5,5_ estimates and the incomplete knowledge and representation in models of drivers and relationships. it is projected that co2 released
WGI,05,729,57,1,col1,|,global carbon and other biogeochemical cycles and feedbacks,global carbon and other biogeochemical cycles and feedbacks_ chapter 5
WGI,05,729,57,2,col1,>>>,"play a minor role (low confidence) (arora et al., 2020). based on","play a minor role (low confidence) (arora et al., 2020). based on_ ssp5-8.5 scenario. the mechanisms driving these changes vary widely"
WGI,05,729,57,3,col1,|,"high agreement of projections by coupled climate models, there is","high agreement of projections by coupled climate models, there is_ between models due to differences in parametrization of particle"
WGI,05,729,57,4,col1,|,export flux is projected to decline by 1–12% by 2100 (taucher and,export flux is projected to decline by 1–12% by 2100 (taucher and_ the complexity of the mechanisms involved in the export and
WGI,05,729,57,5,col1,>>>,"oschlies, 2011; laufkoetter et al., 2015). similar values are predicted   remineralization of poc result in low confidence in the magnitude","oschlies, 2011; laufkoetter et al., 2015). similar values are predicted   remineralization of poc result in low confidence in the magnitude"
WGI,05,729,57,6,col1,|,"in 18 cmip6 models, with declines of 2.5–21.5% (median –14%) or","in 18 cmip6 models, with declines of 2.5–21.5% (median –14%) or_ and sign of biological feedbacks to climate. nevertheless, improved"
WGI,05,737,65,1,col2,|," (elberling et al., 2010; voigt et al., 2017). there is medium confidence","with higher temperatures, thereby potentially providing a positive_ (elberling et al., 2010; voigt et al., 2017). there is medium confidence"
WGI,05,737,65,2,col2,>>>," that the land n2o climate feedback is positive, but low confidence in","ch4 feedback on climate (dean et al., 2018). the contribution of_ that the land n2o climate feedback is positive, but low confidence in"
WGI,05,737,65,3,col2,|, the magnitude (0.02 ± 0.01 w m–2 °c–1).,wetlands to interannual variability of atmospheric ch4 is shaped by_ the magnitude (0.02 ± 0.01 w m–2 °c–1).
WGI,05,737,65,4,col2,|," combined climate feedback parameter for ch4 and n2o is positive,","effect of rising co2 on productivity, and therefore on the substrate_ combined climate feedback parameter for ch4 and n2o is positive,"
WGI,05,737,65,5,col2,>>>, but there is low confidence in the magnitude of the estimate (0.05,"for methanogenesis, can further increase the projected increase in_ but there is low confidence in the magnitude of the estimate (0.05"
WGI,05,737,65,6,col2,|," [0.02 to 0.09] w m–2 °c–1, 5–95% range).","wetland ch4 emissions (ringeval et al., 2011; melton et al., 2013)._ [0.02 to 0.09] w m–2 °c–1, 5–95% range)."
WGI,05,739,67,1,col1,|,feedback parameter of –0.15 [–0.36 to +0.06] w m–2 °c–1. there is,feedback parameter of –0.15 [–0.36 to +0.06] w m–2 °c–1. there is
WGI,05,739,67,2,col1,>>>,low confidence in the estimate of the non-co2 biogeochemical,low confidence in the estimate of the non-co2 biogeochemical_ the applicability of the linear feedback framework (section 5.4.5.5)
WGI,05,739,67,3,col1,|,"feedbacks, due to the large range in the estimates of α for some","feedbacks, due to the large range in the estimates of α for some_ suggests that large-scale biogeochemical feedbacks are approximately"
WGI,05,739,67,4,col1,|,(section 5.4.9.1.2),(section 5.4.9.1.2)_ (high confidence)
WGI,05,739,67,5,col1,>>>,low confidence),low confidence)
WGI,05,739,67,6,col1,|,methane release,methane release_ irreversible at multi-
WGI,05,739,67,7,col2,|," reasons as for the feedback terms expressed in w m–2 °c–1 (see above),","to inform its assessment. the sum (mean and 5–95th percentile_ reasons as for the feedback terms expressed in w m–2 °c–1 (see above),"
WGI,05,739,67,8,col2,>>>, there is overall low confidence in the magnitude of these feedbacks.,range) of feedbacks from natural emissions of ch4 including_ there is overall low confidence in the magnitude of these feedbacks.
WGI,05,739,67,9,col2,|, 5.4.9_ abrupt changes and tipping points,0.01] w m–2 °c–1) leads to an estimate of the non-co2 biogeochemical_ 5.4.9_ abrupt changes and tipping points
WGI,05,739,67,10,col2,|, <27 pg_ irreversible at,boreal forests dieback_ <27 pg_ irreversible at
WGI,05,739,67,11,col2,>>>, low_ (section 5.4.9.1.2;_ multi-decadal_ small (low confidence)   multi-decadal scale,"(sections 5.4.9.1.1,_ low_ (section 5.4.9.1.2;_ multi-decadal_ small (low confidence)   multi-decadal scale"
WGI,05,739,67,12,col2,|, medium confidence)_ (medium confidence),5.4.3.2)_ medium confidence)_ (medium confidence)
WGI,05,741,69,1,col2,|," across the ensemble, leads to an assessment of medium confidence in","thus, it is very unlikely that ch4 emissions from clathrates will_ across the ensemble, leads to an assessment of medium confidence in"
WGI,05,741,69,2,col2,>>>," the likelihood and low confidence in the timing and strength, of the","substantially warm the climate system over the next few centuries._ the likelihood and low confidence in the timing and strength, of the"
WGI,05,741,69,3,col2,|," abrupt changes detected in earth system_ based on high agreement across all available models, we assess with","5.4.9.2_ abrupt changes detected in earth system_ based on high agreement across all available models, we assess with"
WGI,05,745,73,1,col1,|,"pathways (ssp) scenarios (section 9.2.3.1) tends to reduce heat and carbon uptake, resulting in a positive feedback. in contrast, in","pathways (ssp) scenarios (section 9.2.3.1) tends to reduce heat and carbon uptake, resulting in a positive feedback. in contrast, in"
WGI,05,745,73,2,col1,>>>,"the southern ocean, the future 21st century projected increase in upper ocean overturning circulation (low confidence) – due to","the southern ocean, the future 21st century projected increase in upper ocean overturning circulation (low confidence) – due to"
WGI,05,745,73,3,col1,|,"increasing wind forcing projected for all scenarios, except those with large mitigation (ssp1-2.6) – produces a negative feedback, with","increasing wind forcing projected for all scenarios, except those with large mitigation (ssp1-2.6) – produces a negative feedback, with"
WGI,05,746,74,1,col1,|,"may decrease exchanges between the surface and subsurface ocean, which could reduce the path independence of tcre, though this","may decrease exchanges between the surface and subsurface ocean, which could reduce the path independence of tcre, though this"
WGI,05,746,74,2,col1,>>>,effect can be partially counterbalanced regionally by increasing circulation associated with increasing winds (low confidence).,effect can be partially counterbalanced regionally by increasing circulation associated with increasing winds (low confidence).
WGI,05,746,74,3,col1,|,5.5.1.2,"5.5.1.2_ assessment of limits of the tcre concept_ amounts of cumulative emissions. however, tokarska et al. (2016)"
WGI,05,747,75,1,col2,|, that quantifies the impact of permafrost carbon feedbacks on the,"by negative emissions, whereby the tcre increased by about 10%_ that quantifies the impact of permafrost carbon feedbacks on the"
WGI,05,747,75,2,col2,>>>," reversibility of tcre, leading to low confidence that the tcre remains","across the transition from positive to negative emissions as a result_ reversibility of tcre, leading to low confidence that the tcre remains"
WGI,05,747,75,3,col2,|, an accurate predictor of temperature changes in scenarios of net-,"of the thermal and carbon inertia of the deep ocean. however, cmip6_ an accurate predictor of temperature changes in scenarios of net-"
WGI,05,752,80,1,col2,|," about 7 ± 27 pgc k–1 (1-sigma range, or 26 ± 97 gtco2 °c–1).","2018b) with ar6-calibrated emulators (box 7.1) suggests a median_ about 7 ± 27 pgc k–1 (1-sigma range, or 26 ± 97 gtco2 °c–1)."
WGI,05,752,80,2,col2,>>>," overall, section 5.4.8 assessed there to be low confidence in the","additional non-co2 warming contribution at the time global co2_ overall, section 5.4.8 assessed there to be low confidence in the"
WGI,05,752,80,3,col2,|, exact magnitude of these feedbacks and they represent identified,emissions reach net zero levels of about 0.1°c–0.2°c relative to_ exact magnitude of these feedbacks and they represent identified
WGI,05,752,80,4,col2,|, emissions over the 21st century. for climate stabilization beyond the,"et al., 2017b; mahowald et al., 2017; comyn-platt et al., 2018; gasser_ emissions over the 21st century. for climate stabilization beyond the"
WGI,05,752,80,5,col2,>>>," 21st century, this confidence would decline to very low confidence","5   et al., 2018; lowe and bernie, 2018), the most important of which_ 21st century, this confidence would decline to very low confidence"
WGI,05,752,80,6,col2,|, due to uncertainties in earth system feedbacks and the zec. for,is carbon release from thawing permafrost. the sr1.5 estimated_ due to uncertainties in earth system feedbacks and the zec. for
WGI,05,757,85,1,col1,|,offset by outgassing of co2 from the ocean and land carbon sinks.,offset by outgassing of co2 from the ocean and land carbon sinks.
WGI,05,757,85,2,col1,>>>,low confidence was placed on any quantification of effects. since,low confidence was placed on any quantification of effects. since
WGI,05,757,85,3,col1,|,"ar5 wgi chapter 6, several studies have investigated the carbon","ar5 wgi chapter 6, several studies have investigated the carbon"
WGI,05,759,87,1,col1,|,ppm,ppm
WGI,05,759,87,2,col1,>>>,low confidence.,low confidence.
WGI,05,759,87,3,col1,|,canesm5,canesm5
WGI,05,759,87,4,col1,|,years since pulse removal,"years since pulse removal_ models, particularly for the land sink. due to low agreement between"
WGI,05,759,87,5,col1,>>>,"models, there is low confidence in the timing of the sink-to-source","models, there is low confidence in the timing of the sink-to-source"
WGI,05,759,87,6,col1,|,figure 5.32 | carbon cycle response to instantaneous carbon dioxide (co2),figure 5.32 | carbon cycle response to instantaneous carbon dioxide (co2)
WGI,05,760,88,1,col2,|," levels results in greater cooling per unit co2 removed (zickfeld et al.,","et al., 2016b). the advantage of this metric is that it isolates the_ levels results in greater cooling per unit co2 removed (zickfeld et al.,"
WGI,05,760,88,2,col2,>>>," 2021). however, there is low confidence in the robustness of this","response to a co2 removal from the response to atmospheric co2_ 2021). however, there is low confidence in the robustness of this"
WGI,05,760,88,3,col2,|, result as climate sensitivity has been shown to exhibit opposite state,prior to when the removal is applied. a disadvantage is that the paf_ result as climate sensitivity has been shown to exhibit opposite state
WGI,05,761,89,1,col2,|, esms showing a smaller temperature response to a 100 pgc emission,5.6.2.1.4 symmetry of carbon cycle response to positive_ esms showing a smaller temperature response to a 100 pgc emission
WGI,05,761,89,2,col2,>>>," than to an equivalent co2 removal. therefore, there is low confidence","and negative co2 emissions_ than to an equivalent co2 removal. therefore, there is low confidence"
WGI,05,761,89,3,col2,|, and negative co2 emissions.,it is commonly assumed that the climate–carbon cycle response_ and negative co2 emissions.
WGI,05,762,90,1,col2,|," et al., 2010; sonntag et al., 2016; boysen et al., 2017b; harper et al.,","contribute only minimally to atmospheric co2 reduction globally,_ et al., 2010; sonntag et al., 2016; boysen et al., 2017b; harper et al.,"
WGI,05,762,90,2,col2,>>>, 2018). there is low confidence in the net direction of feedbacks of,but emphasized that the benefits of protecting and restoring coastal_ 2018). there is low confidence in the net direction of feedbacks of
WGI,05,762,90,3,col2,|, afforestation on global mean temperature. the feedbacks are highly,blue carbon extend beyond climate change mitigation (srocc_ afforestation on global mean temperature. the feedbacks are highly
WGI,05,762,90,4,col2,|," on tree species, previous land use, soil type and climatic factors","carbon stocks (boysen et al., 2017b; anderegg et al., 2020). some_ on tree species, previous land use, soil type and climatic factors"
WGI,05,762,90,5,col2,>>>," (low confidence) (figure 5.36 and supplementary materials, table 5.","of those risks arise from droughts, fires, insect outbreaks, diseases,_ (low confidence) (figure 5.36 and supplementary materials, table 5."
WGI,05,762,90,6,col2,|," sm.4; benanti et al., 2014; chen et al., 2019; mcdaniel et al., 2019).","erosion, and other disturbances (thompson et al., 2009)._ sm.4; benanti et al., 2014; chen et al., 2019; mcdaniel et al., 2019)."
WGI,05,763,91,1,col1,|,"et al., 2011; liu et al., 2016; b.m.c. fischer et al., 2019; verheijen et al.,   offs to deal with, including possible threats to water supply and soil","et al., 2011; liu et al., 2016; b.m.c. fischer et al., 2019; verheijen et al.,   offs to deal with, including possible threats to water supply and soil"
WGI,05,763,91,2,col1,>>>,"2019) and evapotranspiration (low confidence) (b.m.c. fischer et al.,","2019) and evapotranspiration (low confidence) (b.m.c. fischer et al.,_ nutrient deficiencies (medium confidence) (srccl chapters 2 and 6,_ 5"
WGI,05,763,91,3,col1,>>>,2019). the use of biochar reduces nutrient losses (low confidence),"2019). the use of biochar reduces nutrient losses (low confidence)_ and cross-chapter box 5.1; smith et al., 2016; krause et al., 2017; de"
WGI,05,763,91,4,col1,|,"(woolf et al., 2010), enhances fertilizer nitrogen use efficiency and","(woolf et al., 2010), enhances fertilizer nitrogen use efficiency and_ coninck et al., 2018; heck et al., 2018; roy et al., 2018). deployment"
WGI,05,763,91,5,col1,|,may decrease methane (ch4) emissions in inundated and acid soils,"may decrease methane (ch4) emissions in inundated and acid soils_ competing with afforestation, reforestation and food security"
WGI,05,763,91,6,col1,>>>,"such as rice fields (low confidence) (jeffery et al., 2016; huang et al.,","such as rice fields (low confidence) (jeffery et al., 2016; huang et al.,_ (anderson and peters, 2016; p. smith et al., 2018). additional risks"
WGI,05,763,91,7,col1,|,"2019; s. wang et al., 2019; s. yang et al., 2019). in non-inundated,","2019; s. wang et al., 2019; s. yang et al., 2019). in non-inundated,_ and side effects are related to geologic carbon storage (fuss et al.,"
